customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00713,Female,0,No,Yes,45,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,118.25,5306.92,No
CUST00714,Female,0,No,Yes,46,No,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,97.95,4517.48,No
CUST00715,Female,0,Yes,No,15,No,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,104.07,1541.15,No
CUST00716,Male,1,Yes,Yes,68,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Credit card,86.75,5887.2,Yes
CUST00717,Female,0,No,Yes,1,Yes,Yes,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,49.24,54.65,Yes
CUST00718,Female,0,No,Yes,53,No,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card,90.94,4803.92,No
CUST00719,Female,1,No,Yes,26,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,87.37,2261.85,No
CUST00720,Female,1,No,No,30,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,81.0,2425.73,No
CUST00721,Male,1,Yes,Yes,40,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,49.83,1989.06,No
CUST00722,Female,0,Yes,No,35,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer,46.32,1640.11,No
CUST00723,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,53.63,2474.0,No
CUST00724,Male,0,Yes,Yes,42,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,51.24,2133.56,No
CUST00725,Male,1,No,No,64,No,No,No,No internet service,No,Yes,Yes,No,Yes,One year,No,Credit card,27.78,1766.77,No
CUST00726,Male,0,No,No,49,No,No,No,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,100.23,4915.93,No
CUST00727,Male,1,Yes,Yes,0,No,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,56.93,8.54,No
CUST00728,Male,0,No,No,71,No,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,90.66,6432.08,No
CUST00729,Female,1,No,No,56,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,47.99,2701.7,No
CUST00730,Male,0,Yes,No,15,No,Yes,DSL,No,Yes,No,No,No internet service,Yes,Two year,No,Credit card,80.2,1220.74,Yes
CUST00731,Male,0,Yes,No,27,No,No,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,23.47,638.25,No
CUST00732,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,No,Bank transfer,30.6,645.1,No
CUST00733,Female,1,No,No,40,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,56.45,2268.03,No
CUST00734,Female,1,Yes,No,18,Yes,No,No,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,46.87,854.94,No
CUST00735,Male,0,No,No,49,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,55.34,2700.28,No
CUST00736,Female,0,No,Yes,58,Yes,No,DSL,Yes,No,No,No,No internet service,No,Two year,No,Mailed check,113.07,6557.4,No
CUST00737,Male,0,Yes,Yes,68,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,27.39,1860.42,No
CUST00738,Male,1,Yes,Yes,33,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Credit card,66.27,2204.57,No
CUST00739,Female,0,Yes,No,38,No,No,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,39.83,1498.01,No
CUST00740,Male,0,Yes,No,6,No,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,55.58,351.22,Yes
CUST00741,Female,0,Yes,No,51,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,87.7,4475.6,No
CUST00742,Female,0,Yes,Yes,59,No,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card,117.29,6911.63,No
CUST00743,Male,1,No,Yes,51,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,89.47,4577.74,No
CUST00744,Male,1,No,Yes,23,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,108.48,2477.06,No
CUST00745,Female,0,Yes,No,25,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,34.73,861.01,No
CUST00746,Male,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,38.14,353.36,No
CUST00747,Male,1,No,Yes,16,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,107.68,1735.99,No
CUST00748,Male,1,No,No,1,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,80.75,67.45,No
CUST00749,Female,0,No,Yes,26,No,Yes,No,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,99.21,2597.13,No
CUST00750,Female,1,Yes,No,70,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer,42.29,2942.45,No
CUST00751,Male,1,Yes,Yes,47,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,54.86,2575.76,Yes
CUST00752,Female,0,No,No,8,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,28.1,208.7,No
CUST00753,Female,1,Yes,No,22,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,109.56,2394.23,No
CUST00754,Female,1,Yes,No,70,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer,115.64,8111.36,No
CUST00755,Female,0,Yes,No,26,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,105.75,2765.66,No
CUST00756,Female,0,No,No,70,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,63.72,4465.01,No
CUST00757,Male,1,No,Yes,42,Yes,Yes,No,No internet service,Yes,No,No,No,No,One year,Yes,Bank transfer,54.11,2291.27,No
CUST00758,Male,0,Yes,No,6,No,No,No,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,66.26,397.2,Yes
CUST00759,Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer,83.76,5204.43,No
CUST00760,Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,63.15,2699.34,Yes
CUST00761,Female,1,Yes,No,38,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,No,Mailed check,62.16,2357.9,Yes
CUST00762,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,63.1,2461.5,No
CUST00763,Female,1,No,No,6,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,94.46,577.89,Yes
CUST00764,Male,1,Yes,Yes,69,No,No phone service,No,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,98.68,6802.3,No
CUST00765,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,107.05,2588.41,Yes
CUST00766,Male,0,Yes,No,58,No,No phone service,No,No,No,Yes,No internet service,Yes,No,Two year,No,Credit card,44.3,2578.79,Yes
CUST00767,Female,0,No,Yes,12,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,35.75,430.32,Yes
CUST00768,Female,1,No,Yes,61,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card,54.51,3318.34,No
CUST00769,Male,1,Yes,Yes,7,No,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,One year,No,Mailed check,62.04,439.96,No
CUST00770,Male,0,No,No,44,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card,90.19,3975.28,No
CUST00771,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card,95.79,1635.6,No
CUST00772,Male,0,No,No,59,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card,118.42,6990.23,No
CUST00773,Female,0,No,Yes,59,No,No,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,57.82,3407.4,No
CUST00774,Female,0,No,Yes,1,No,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer,60.25,72.92,No
CUST00775,Male,0,No,No,65,Yes,Yes,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,74.21,4813.98,No
CUST00776,Male,1,Yes,Yes,13,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer,102.03,1331.41,No
CUST00777,Female,0,No,Yes,47,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,86.09,4045.1,No
CUST00778,Female,1,No,No,55,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,77.27,4265.56,No
CUST00779,Male,0,Yes,No,11,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.81,936.53,Yes
CUST00780,Male,0,Yes,No,54,Yes,No phone service,No,No,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer,66.45,3602.53,No
CUST00781,Male,1,Yes,Yes,27,Yes,No phone service,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,95.91,2607.7,No
CUST00782,Female,1,Yes,Yes,3,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Credit card,27.53,67.67,No
CUST00783,Female,0,No,Yes,35,No,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,70.9,2483.71,No
CUST00784,Female,1,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,100.66,4947.7,Yes
CUST00785,Male,1,No,Yes,2,No,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,50.25,115.38,Yes
CUST00786,Male,1,No,No,0,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card,104.34,-12.16,No
CUST00787,Female,1,Yes,Yes,16,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,No,Bank transfer,98.28,1571.73,Yes
CUST00788,Female,0,No,No,70,No,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card,78.07,5453.82,No
CUST00789,Male,1,No,Yes,61,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,45.21,2773.68,No
CUST00790,Female,0,Yes,No,47,No,No,No,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,106.11,4967.3,No
CUST00791,Female,0,No,Yes,61,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,23.0,1391.74,No
CUST00792,Male,0,No,Yes,68,No,No,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,79.25,5385.36,No
CUST00793,Female,0,No,No,18,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,98.26,1757.53,No
CUST00794,Male,1,No,Yes,33,Yes,Yes,No,Yes,No,No internet service,No internet service,No,No,One year,No,Electronic check,68.54,2280.76,Yes
CUST00795,Male,1,Yes,No,48,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.29,1443.68,No
CUST00796,Male,0,Yes,Yes,46,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,103.4,4750.89,Yes
CUST00797,Male,0,Yes,Yes,49,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,110.91,5421.55,Yes
CUST00798,Male,0,Yes,No,25,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,76.33,1925.32,No
CUST00799,Male,0,Yes,Yes,55,No,No,DSL,Yes,No,No internet service,No,Yes,No,One year,Yes,Electronic check,98.72,5426.05,No
CUST00800,Male,1,No,No,13,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Credit card,81.07,1044.38,Yes
CUST00801,Female,0,No,Yes,24,No,Yes,No,No,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer,77.33,1845.76,Yes
CUST00802,Male,1,Yes,Yes,3,Yes,Yes,No,Yes,No,No,No,No internet service,Yes,Two year,No,Bank transfer,33.08,102.66,Yes
CUST00803,Male,0,Yes,Yes,31,No,No,DSL,No,Yes,No internet service,Yes,No,No,One year,No,Bank transfer,63.68,1993.19,No
CUST00804,Female,0,Yes,Yes,64,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,87.88,5643.29,No
CUST00805,Female,0,No,Yes,60,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,65.45,3946.27,No
CUST00806,Female,0,Yes,Yes,19,No,No phone service,No,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer,81.78,1549.29,No
CUST00807,Male,1,No,Yes,9,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,One year,No,Mailed check,109.48,1001.9,No
CUST00808,Female,1,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,56.62,1866.24,No
CUST00809,Male,1,No,Yes,60,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,102.85,6171.42,No
CUST00810,Male,0,No,Yes,26,Yes,No,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,22.9,596.2,No
CUST00811,Male,0,Yes,Yes,39,No,No,DSL,Yes,No,Yes,No internet service,No,No,Two year,No,Electronic check,105.27,4088.07,No
CUST00812,Male,1,No,No,64,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Mailed check,30.67,1949.96,No
CUST00813,Female,1,No,No,32,No,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,52.14,1683.92,Yes
CUST00814,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Credit card,71.34,4795.63,Yes
CUST00815,Male,0,No,Yes,70,Yes,No phone service,No,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,85.0,5938.08,Yes
CUST00816,Male,1,No,Yes,8,Yes,No,No,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,115.31,914.59,Yes
CUST00817,Male,0,No,No,15,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,50.7,773.69,No
CUST00818,Female,0,Yes,Yes,4,No,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,28.53,102.29,No
CUST00819,Male,1,No,No,22,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,65.88,1464.59,Yes
CUST00820,Male,0,No,Yes,42,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.53,2303.19,No
CUST00821,Female,1,Yes,No,56,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,80.01,4492.86,Yes
CUST00822,Female,0,Yes,No,50,No,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,112.28,5629.67,No
CUST00823,Male,1,No,Yes,12,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,84.34,1027.56,No
CUST00824,Female,0,No,Yes,23,No,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card,77.8,1806.09,No
CUST00825,Female,1,Yes,Yes,10,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,No,Credit card,44.61,461.28,Yes
CUST00826,Male,1,No,Yes,51,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer,46.48,2374.76,No
CUST00827,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer,63.61,1004.07,No
CUST00828,Male,1,No,Yes,36,No,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,No,Electronic check,109.13,3933.05,No
CUST00829,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,77.95,953.09,Yes
CUST00830,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,69.46,4255.77,No
CUST00831,Male,1,Yes,Yes,7,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Bank transfer,74.25,528.89,No
CUST00832,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Mailed check,103.38,5693.65,No
CUST00833,Female,0,Yes,No,69,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,87.79,6075.05,No
CUST00834,Male,0,Yes,Yes,43,No,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,112.74,4839.47,Yes
CUST00835,Female,0,Yes,Yes,59,No,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,78.17,4598.07,No
CUST00836,Male,0,No,Yes,40,No,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,39.6,1575.6,No
CUST00837,Male,1,No,Yes,20,No,Yes,No,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,21.87,455.36,No
CUST00838,Female,1,Yes,No,41,No,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,51.71,2108.6,No
CUST00839,Male,1,No,No,28,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,26.27,724.55,No
CUST00840,Male,1,No,Yes,64,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card,60.71,3873.16,No
CUST00841,Female,0,No,Yes,16,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,One year,No,Mailed check,38.79,620.03,No
CUST00842,Male,0,No,No,29,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,60.49,1766.07,No
CUST00843,Male,1,No,Yes,25,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Bank transfer,59.92,1493.27,No
CUST00844,Male,0,No,No,52,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,47.63,2460.76,No
CUST00845,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,85.28,1544.65,Yes
CUST00846,Female,1,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,63.34,3298.07,No
CUST00847,Female,0,No,Yes,16,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,109.35,1748.77,No
CUST00848,Male,1,No,Yes,45,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,One year,No,Bank transfer,27.61,1261.01,Yes
CUST00849,Female,1,Yes,Yes,52,No,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.06,3173.94,No
CUST00850,Male,0,No,No,63,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,One year,No,Mailed check,97.59,6157.47,No
CUST00851,Female,0,No,Yes,44,No,No,No,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,69.45,3042.14,No
CUST00852,Male,1,No,Yes,48,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Two year,Yes,Mailed check,116.61,5593.94,No
CUST00853,Male,1,Yes,No,18,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer,37.48,663.13,No
CUST00854,Male,0,No,Yes,70,No,No,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,51.6,3605.93,No
CUST00855,Male,1,Yes,Yes,64,No,No phone service,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,31.62,2022.87,No
CUST00856,Male,1,No,Yes,36,No,No,No,No,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer,44.67,1595.1,No
CUST00857,Male,1,Yes,No,69,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card,87.25,6032.37,Yes
CUST00858,Female,0,Yes,Yes,25,No,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,68.69,1712.29,No
CUST00859,Male,1,Yes,No,1,No,No,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,36.21,52.07,No
CUST00860,Female,0,No,No,58,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,67.47,3920.25,Yes
CUST00861,Male,1,Yes,No,4,Yes,No phone service,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,104.74,406.02,Yes
CUST00862,Female,0,Yes,Yes,36,No,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,63.98,2308.96,No
CUST00863,Female,1,Yes,Yes,30,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,21.32,620.53,No
CUST00864,Female,0,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card,25.49,1210.33,No
CUST00865,Male,0,No,No,5,No,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,63.81,338.02,No
CUST00866,Male,0,No,No,14,No,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer,79.32,1117.59,No
CUST00867,Female,1,No,Yes,14,No,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer,108.65,1538.16,Yes
CUST00868,Male,1,No,No,60,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,118.2,7083.79,No
CUST00869,Female,1,Yes,Yes,15,No,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,118.04,1767.54,No
CUST00870,Male,0,No,Yes,19,No,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,75.79,1436.99,No
CUST00871,Female,1,Yes,Yes,43,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card,23.57,997.99,No
CUST00872,Female,0,No,Yes,41,No,No phone service,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,41.35,1707.21,No
CUST00873,Male,1,No,Yes,45,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,One year,Yes,Mailed check,63.43,2854.15,No
CUST00874,Female,0,No,Yes,33,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card,107.97,3562.63,No
CUST00875,Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,22.16,1402.82,No
CUST00876,Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Electronic check,70.93,1972.88,Yes
CUST00877,Female,1,No,Yes,2,No,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,85.35,183.11,Yes
CUST00878,Male,1,No,No,8,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,48.82,385.19,No
CUST00879,Male,1,Yes,No,24,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,51.57,1220.87,Yes
CUST00880,Male,0,No,Yes,41,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer,58.84,2400.05,No
CUST00881,Female,0,No,No,45,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,47.46,2125.81,No
CUST00882,Male,1,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,63.72,3682.88,No
CUST00883,Female,1,Yes,No,20,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,35.81,705.89,No
CUST00884,Female,1,No,Yes,21,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Credit card,39.93,858.36,No
CUST00885,Male,0,No,Yes,28,No,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,One year,Yes,Mailed check,23.71,665.39,Yes
CUST00886,Male,0,No,Yes,62,No,No,No,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,61.13,3794.18,No
CUST00887,Female,0,Yes,Yes,60,No,No,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,90.73,5430.44,No
CUST00888,Female,0,Yes,Yes,63,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,70.62,4430.82,Yes
CUST00889,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,73.07,4961.17,Yes
CUST00890,Male,1,No,No,39,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,One year,No,Electronic check,64.99,2545.4,Yes
CUST00891,Male,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Credit card,78.48,2.35,No
CUST00892,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,42.97,2730.51,Yes
